path,lossy,source,content_type,frame_reduction_class,ssim_control,ssim_cell,comp_control,comp_cell,d_ssim,d_comp,divergence_score,flag
/Users/lachlants/Documents/GIFs/Email/https___i5.cmail19.com_ei_i_03_F1A_543_csimport_22466-TMA-SCOOTERING-TSP_MREC__DD1.164138.gif,60,real,,none,1.0,0.9866974809044377,1.0,0.9153445927725228,-0.013302519095562348,-0.08465540722747722,0.07135288813191487,
/Users/lachlants/Documents/GIFs/Email/http___i1.cmail20.com_ei_i_33_AC7_E6D_csimport_MOL_Billboard_GIF.165317.gif,40,real,,none,1.0,0.9580770775406616,1.0,0.886797498123902,-0.041922922459338374,-0.11320250187609804,0.07127957941675966,
/Users/lachlants/Documents/GIFs/Email/http___i1.cmail19.com_ei_i_5D_3B8_4C0_csimport_2404_89_KW_ESME__SatPaper_1.-970x250_529kB.151624.gif,40,real,,none,1.0,0.9880730246754889,1.0,0.9177582691441484,-0.011926975324511147,-0.08224173085585162,0.07031475553134048,
/Users/lachlants/Documents/GIFs/Email/https___i1.cmail20.com_ei_i_BB_C90_815_csimport_SCRIBE-POST-20240725-Banner-970x250-01.163107.gif,40,real,,none,1.0,0.9547427035790348,1.0,0.8853975291653005,-0.04525729642096521,-0.11460247083469954,0.06934517441373433,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_5a6eda7241a0bb8bb0a2ab3bc_images_3d9c96c1-0b7e-594d-a422-5e9db92a8195.gif,60,real,,none,1.0,0.9688217262208688,1.0,0.8995616418603337,-0.031178273779131183,-0.10043835813966628,0.0692600843605351,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_wheelercentre_emails_26-nov-24-wheeler-weekly-fortnightly_edm-3.gif,60,real,,none,1.0,0.9926644464511272,1.0,0.9241838165889712,-0.007335553548872831,-0.0758161834110288,0.06848062986215597,
/Users/lachlants/Documents/GIFs/Email/https___cdn2.allevents.in_transup_43_f3dbb64087404da749e447708277b4_welcome-email-gif.gif,20,real,,none,1.0,0.9906522378298932,1.0,0.9223578816799136,-0.0093477621701068,-0.07764211832008638,0.06829435614997958,
/Users/lachlants/Documents/GIFs/Email/https___cdn2.allevents.in_transup_e9_09956161374f58903a1961feeeb7e7_move-to-primary.gif,60,real,,none,1.0,0.985451317112686,1.0,0.917712014751503,-0.014548682887314035,-0.08228798524849701,0.06773930236118297,
/Users/lachlants/Documents/GIFs/Email/unnamed copy 8.gif,60,real,,none,1.0,0.8189162682094692,1.0,0.7515287145971451,-0.18108373179053083,-0.2484712854028549,0.06738755361232407,
/Users/lachlants/Documents/GIFs/Email/https___s.zkcdn.net_Advertisers_59a54d018e674afe9d067e8ea2d73cb3 (1).gif,40,real,,none,1.0,0.9891319473943336,1.0,0.9219783230587982,-0.010868052605666367,-0.07802167694120177,0.0671536243355354,
/Users/lachlants/Documents/GIFs/Email/https___s.zkcdn.net_Advertisers_59a54d018e674afe9d067e8ea2d73cb3.gif,40,real,,none,1.0,0.9891319473943336,1.0,0.9219783230587982,-0.010868052605666367,-0.07802167694120177,0.0671536243355354,
/Users/lachlants/Documents/GIFs/Email/http___i6.cmail19.com_ei_i_BB_5DC_A14_csimport_TSP47-Tenth-birthday_300-x-2501.161650.gif,60,real,,none,1.0,0.9928346833007546,1.0,0.9264640233423468,-0.007165316699245361,-0.07353597665765321,0.06637065995840785,
/Users/lachlants/Documents/GIFs/Email/http___i4.cmail19.com_ei_i_3A_905_41B_csimport_QE93_ThePost_MREC1.164227.gif,40,real,,none,1.0,0.9929847641454604,1.0,0.9266367740840455,-0.007015235854539559,-0.07336322591595446,0.0663479900614149,
/Users/lachlants/Documents/GIFs/Email/http___i4.cmail20.com_ei_i_33_AC7_E6D_csimport_MOL_MREC_300x2501.165351.gif,60,real,,none,1.0,0.903387760279064,1.0,0.8370644880029687,-0.09661223972093602,-0.16293551199703127,0.06632327227609525,
/Users/lachlants/Documents/GIFs/Email/https___i5.cmail20.com_ei_i_9B_2EB_550_csimport_TM43_May-Aquisition-SwG-MREC1.155516.gif,40,real,,none,1.0,0.8806342719162583,1.0,0.8153506036629917,-0.11936572808374168,-0.18464939633700828,0.06528366825326659,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_1baa1f1b305949ec908c25dd4_images_e7242d77-9e24-bea2-d2cb-b2fe7f8f37fe.gif,60,real,,none,1.0,0.6974303611026464,1.0,0.6322653431823756,-0.30256963889735355,-0.3677346568176244,0.06516501792027085,
/Users/lachlants/Documents/GIFs/Website/rcs-evolution.gif,40,real,,none,1.0,0.9856207211297126,1.0,0.9204578808878626,-0.014379278870287449,-0.07954211911213738,0.06516284024184993,
/Users/lachlants/Documents/GIFs/Email/https-::media.superhuman.com:images:_:https%3A%2F%2Fcontent.app-us1.com%2Fcdn-cgi%2Fimage%2Fwidth%3D650%2Cdpr%3D2%2Cfit%3Dscale-down%2Cformat%3Dauto%2Conerror%3Dredirect%2F3rZo7%2F2024%2F03%2F07%2F4e2a14ef-0ff0-41d8-aacc-b7ba26588cc8.gif,20,real,,none,1.0,0.9805450741190104,1.0,0.916243493954159,-0.019454925880989626,-0.08375650604584095,0.06430158016485132,
/Users/lachlants/Documents/GIFs/Email/http___i3.cmail19.com_ei_i_BB_5DC_A14_csimport_TMASsSSM-TSP_MREC-011.160836.gif,40,real,,none,1.0,0.9955466170083472,1.0,0.9314252855338356,-0.004453382991652766,-0.06857471446616437,0.0641213314745116,verdict
/Users/lachlants/Documents/GIFs/Email/http___i4.cmail20.com_ei_i_33_AC7_E6D_csimport_MOL_MREC_300x2501.165351.gif,40,real,,none,1.0,0.9394914744869364,1.0,0.8758833874901931,-0.06050852551306363,-0.12411661250980688,0.06360808699674325,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_89a526c8542b32391a02ddfec_images_6c92f05f-1631-4918-03ee-652b5c8f8a2b.gif,40,real,,none,1.0,0.8039510242433182,1.0,0.7405313416771944,-0.1960489757566818,-0.25946865832280563,0.06341968256612385,
/Users/lachlants/Documents/GIFs/Email/https___d3b9kr64nievew.cloudfront.net_cluahoxpv0081ucgwcn7s6713_cluahw3y300w3s0m46x9tojhl.gif,20,real,,none,1.0,0.9937649360803634,1.0,0.930628373150049,-0.006235063919636574,-0.06937162684995102,0.06313656293031444,
/Users/lachlants/Documents/GIFs/Email/https___i1.cmail19.com_ei_i_49_578_A4D_csimport_ClimateActivism_Male_AllLogo_970x250.143952.gif,60,real,,none,1.0,0.9691764208698403,1.0,0.906751443072701,-0.03082357913015965,-0.09324855692729905,0.0624249777971394,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_SPwRP6_images_d9decec7-942b-4ca5-9c9e-46473a9cd0f3.gif,60,real,,none,1.0,0.9942513167019712,1.0,0.9318809456961112,-0.0057486832980288005,-0.06811905430388876,0.06237037100585996,
/Users/lachlants/Documents/GIFs/Email/https___image.e.lululemon.com_lib_fe35117171640578761370_m_1_wk37+Send+1+Tues_Email_01_HeroImage.gif,40,real,,none,1.0,0.7807037232658537,1.0,0.7183806706339648,-0.2192962767341463,-0.2816193293660352,0.062323052631888864,
/tmp/giflab_divergence_synth/complex_gradient.gif,20,synthetic,complex_gradient,none,1.0,0.9830401569402678,1.0,0.9216279848048206,-0.016959843059732194,-0.07837201519517945,0.06141217213544725,
/Users/lachlants/Documents/GIFs/Email/https___email.wetransfer.net_WeNewsletter_General_theuploadgif.gif,60,real,,none,1.0,0.9688247986764396,1.0,0.9074220806569356,-0.031175201323560442,-0.09257791934306436,0.06140271801950392,
"/Users/lachlants/Documents/GIFs/Email/https___content.app-us1.com_cdn-cgi_image_format=auto,onerror=redirect,width=650,dpr=2,fit=scale-down_3rZo7_2024_06_11_7aa17b6e-87da-4d40-8a29-94d4985416b4.gif",40,real,,none,1.0,0.979590247762703,1.0,0.9187090199430176,-0.02040975223729702,-0.08129098005698243,0.06088122781968541,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_21cfc09295377f72f03e377c6_images_4baf6d5d-cac3-d558-cd51-4f18bdac69ba.gif,60,real,,none,1.0,0.79051616687901,1.0,0.7298413496295069,-0.20948383312098995,-0.27015865037049314,0.06067481724950319,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_5a6eda7241a0bb8bb0a2ab3bc_images_3d9c96c1-0b7e-594d-a422-5e9db92a8195.gif,40,real,,none,1.0,0.9808133555156195,1.0,0.9224301610544297,-0.019186644484380455,-0.07756983894557035,0.05838319446118989,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_ecbf79257dbc62cf7c2c5a87e_images_080698a6-a86b-e589-8c4e-8342710f4597.gif,40,real,,none,1.0,0.9870470725275028,1.0,0.9293294206015504,-0.012952927472497211,-0.07067057939844956,0.05771765192595235,
/Users/lachlants/Documents/GIFs/Email/https___i5.cmail19.com_ei_i_03_F1A_543_csimport_22466-TMA-SCOOTERING-TSP_MREC__DD1.164138.gif,40,real,,none,1.0,0.990113253304082,1.0,0.9335796831445904,-0.009886746695918047,-0.06642031685540961,0.056533570159491564,
/Users/lachlants/Documents/GIFs/Email/http___i6.cmail19.com_ei_i_BB_5DC_A14_csimport_TSP47-Tenth-birthday_300-x-2501.161650.gif,40,real,,none,1.0,0.9956414994922388,1.0,0.9399572910437336,-0.004358500507761209,-0.0600427089562664,0.05568420844850519,verdict
/tmp/giflab_divergence_synth/photographic_noise.gif,20,synthetic,noise,none,1.0,0.9944510909207428,1.0,0.9395259293097168,-0.005548909079257203,-0.06047407069028321,0.05492516161102601,
/Users/lachlants/Documents/GIFs/Email/https___i1.cmail19.com_ei_i_49_578_A4D_csimport_ClimateActivism_Male_AllLogo_970x250.143952.gif,40,real,,none,1.0,0.980445306692315,1.0,0.9260167645997804,-0.019554693307685,-0.07398323540021956,0.05442854209253456,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_malthousetheatre_emails_ew-2024-season-2025-launch-awareness-2_edmteaser.gif,40,real,,none,1.0,0.9976735957356232,1.0,0.9437286774106084,-0.0023264042643768024,-0.056271322589391604,0.0539449183250148,verdict
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_U85BQH_images_62374738-3a10-492c-84ab-094056628261.gif,40,real,,none,1.0,0.7668728175617323,1.0,0.7130027823275125,-0.2331271824382677,-0.28699721767248754,0.05387003523421985,
/Users/lachlants/Documents/GIFs/Email/unnamed copy 2.gif,60,real,,none,1.0,0.9954016950233224,1.0,0.9424375730768164,-0.00459830497667757,-0.057562426923183585,0.052964121946506015,verdict
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_wheelercentre_emails_26-nov-24-wheeler-weekly-fortnightly_edm-3.gif,40,real,,none,1.0,0.9962604549714116,1.0,0.9439066133331764,-0.00373954502858842,-0.05609338666682362,0.0523538416382352,verdict
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_U85BQH_images_959c9e57-53ee-43b2-8e05-c2a1d43492ce.gif,40,real,,none,1.0,0.7616122971056836,1.0,0.7102946148427004,-0.23838770289431643,-0.2897053851572996,0.051317682262983166,
/Users/lachlants/Documents/GIFs/Email/https___i1.cmail20.com_ei_i_BB_C90_815_csimport_SCRIBE-POST-20240725-Banner-970x250-01.163107.gif,60,real,,none,1.0,0.8794159301188562,1.0,0.8285349976255529,-0.12058406988114378,-0.17146500237444706,0.05088093249330328,
/Users/lachlants/Documents/GIFs/Email/https___i7.cmail19.com_ei_i_B1_12F_BDC_csimport_SHA0313-SEASON25_Digital_Mrec_SYD_300x250px.154817.gif,20,real,,none,1.0,0.9847023401616553,1.0,0.9342465388810972,-0.015297659838344746,-0.06575346111890279,0.050455801280558044,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_88adb327dcabde30998542a7d_images_89b9ca62-dc40-9d47-b526-e47c657ed45c.gif,60,real,,none,1.0,0.992351447264208,1.0,0.9427450414065962,-0.0076485527357920136,-0.05725495859340379,0.04960640585761178,
/Users/lachlants/Documents/GIFs/Email/https___media.giphy.com_media_v1.Y2lkPTc5MGI3NjExbmx4ZHRiamVxZDJpOWJnZjN5YTl0c3N5ZnY3ZWwydDVpemhuY2dscyZlcD12MV9pbnRlcm5hbF9naWZfYnlfaWQmY3Q9Zw_xsE65jaPsUKUo_giphy.gif,60,real,,none,1.0,0.993833772600519,1.0,0.9447041211434838,-0.006166227399481028,-0.05529587885651621,0.049129651457035184,
/tmp/giflab_divergence_synth/noise_large.gif,20,synthetic,noise,none,1.0,0.9951163769362696,1.0,0.946080379355554,-0.004883623063730358,-0.053919620644446,0.04903599758071564,verdict
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_55c8f62a16b590163aa0065d4_images_b6a79296-ca34-ff18-94d6-43f90378fa41.gif,40,real,,none,1.0,0.7834928210200601,1.0,0.7344953685890112,-0.21650717897993987,-0.2655046314109888,0.048997452431048916,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_89a526c8542b32391a02ddfec_images_6c92f05f-1631-4918-03ee-652b5c8f8a2b.gif,60,real,,none,1.0,0.7449289474595565,1.0,0.696614353766337,-0.2550710525404435,-0.30338564623366304,0.048314593693219554,
/Users/lachlants/Documents/GIFs/Website/not-found.1cf82301.gif,60,real,,none,1.0,0.7517670647330028,1.0,0.7036781585227032,-0.2482329352669972,-0.2963218414772968,0.0480889062102996,
/Users/lachlants/Documents/GIFs/Email/frankgreen.gif,60,real,,none,1.0,0.7585364847496903,1.0,0.7134930632650942,-0.24146351525030973,-0.2865069367349058,0.04504342148459606,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_melbournetheatre_emails_mkt-gift-vouchers-dec-2024_gv-850-x-500.gif,60,real,,none,1.0,0.9951677819162528,1.0,0.950280842094582,-0.004832218083747231,-0.04971915790541803,0.0448869398216708,verdict
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_5a6eda7241a0bb8bb0a2ab3bc_images_d58c4aa6-242e-6eae-9541-46e2b65c302c.gif,60,real,,none,1.0,0.7033415673588225,1.0,0.6585427689744945,-0.2966584326411775,-0.3414572310255055,0.04479879838432799,
/Users/lachlants/Documents/GIFs/Email/unnamed copy 2.gif,40,real,,none,1.0,0.9962198825748906,1.0,0.9514559077726013,-0.0037801174251094194,-0.04854409222739875,0.04476397480228933,verdict
/Users/lachlants/Documents/GIFs/Email/https___i1.cmail20.com_ei_i_B2_30B_6B5_csimport_CWF-Billbaord-970x25090.165838.gif,20,real,,none,1.0,0.9958695265802792,1.0,0.9518746795776194,-0.004130473419720837,-0.0481253204223806,0.043994847002659765,verdict
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_53222dcf7155dec475bbb4ed2_images_98fe70f9-a5b9-a378-24d5-18c4604d351f.gif,20,real,,none,1.0,0.9937813208470638,1.0,0.9505892644995714,-0.0062186791529361685,-0.049410735500428626,0.04319205634749246,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_PRQPAU_images_e3182442-56c5-4bea-8470-13c36fcfe37d.gif,40,real,,none,1.0,0.7648219313766225,1.0,0.7223270533837821,-0.23517806862337753,-0.2776729466162179,0.04249487799284035,
/Users/lachlants/Documents/GIFs/Email/https___email.wetransfer.net_WeNewsletter_General_theuploadgif.gif,40,real,,none,1.0,0.9884343905517374,1.0,0.9477546286149768,-0.01156560944826257,-0.052245371385023165,0.040679761936760594,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_9284751802d775d29b8491886_images_8ab89c3f-d68f-79b9-50ec-ceb97c79950f.gif,60,real,,none,1.0,0.7078757252214322,1.0,0.6682179841164113,-0.29212427477856784,-0.3317820158835887,0.03965774110502085,
/tmp/giflab_divergence_synth/gradient_large.gif,20,synthetic,gradient,none,1.0,0.9974430025761272,1.0,0.9579442190375272,-0.002556997423872831,-0.042055780962472755,0.039498783538599924,verdict
/Users/lachlants/Documents/GIFs/Email/http___i3.cmail19.com_ei_i_BB_5DC_A14_csimport_TMASsSSM-TSP_MREC-011.160836.gif,20,real,,none,1.0,0.9975338900028552,1.0,0.9583701531745384,-0.0024661099971448053,-0.04162984682546156,0.03916373682831675,verdict
/Users/lachlants/Documents/GIFs/Email/https___s.zkcdn.net_Advertisers_59a54d018e674afe9d067e8ea2d73cb3 (1).gif,20,real,,none,1.0,0.9947744154254914,1.0,0.955904464647116,-0.005225584574508613,-0.04409553535288402,0.038869950778375406,
/Users/lachlants/Documents/GIFs/Email/https___s.zkcdn.net_Advertisers_59a54d018e674afe9d067e8ea2d73cb3.gif,20,real,,none,1.0,0.9947744154254914,1.0,0.955904464647116,-0.005225584574508613,-0.04409553535288402,0.038869950778375406,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_SPwRP6_images_d9decec7-942b-4ca5-9c9e-46473a9cd0f3.gif,40,real,,none,1.0,0.997101279312906,1.0,0.958297471863446,-0.0028987206870939586,-0.04170252813655395,0.03880380744945999,verdict
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_88adb327dcabde30998542a7d_images_89b9ca62-dc40-9d47-b526-e47c657ed45c.gif,40,real,,none,1.0,0.9947529583870534,1.0,0.9567399781434702,-0.005247041612946646,-0.04326002185652977,0.03801298024358313,
/Users/lachlants/Documents/GIFs/Email/unnamed copy 2.gif,20,real,,none,1.0,0.9965524579203912,1.0,0.9591905454577327,-0.003447542079608845,-0.040809454542267254,0.03736191246265841,verdict
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_XuesTp_images_81e639fe-ffdc-4687-83b3-f42d101636f1.gif,60,real,,none,1.0,0.998831764987779,1.0,0.9619427251725138,-0.001168235012220964,-0.03805727482748622,0.03688903981526526,verdict
/tmp/giflab_divergence_synth/many_colors.gif,20,synthetic,spectrum,none,1.0,0.9922446562341924,1.0,0.9560593872501408,-0.007755343765807554,-0.043940612749859165,0.03618526898405161,
/Users/lachlants/Documents/GIFs/Email/https___i5.cmail19.com_ei_i_03_F1A_543_csimport_22466-TMA-SCOOTERING-TSP_MREC__DD1.164138.gif,20,real,,none,1.0,0.9949417039538668,1.0,0.9602949531507056,-0.0050582960461331705,-0.039705046849294434,0.034646750803161264,
/Users/lachlants/Documents/GIFs/Email/https___cdn2.allevents.in_transup_e9_09956161374f58903a1961feeeb7e7_move-to-primary.gif,40,real,,none,1.0,0.99285032370309,1.0,0.9582264360551226,-0.00714967629690999,-0.04177356394487741,0.03462388764796742,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_5a6eda7241a0bb8bb0a2ab3bc_images_3d9c96c1-0b7e-594d-a422-5e9db92a8195.gif,20,real,,none,1.0,0.9918520962213494,1.0,0.9573347353282956,-0.0081479037786506,-0.042665264671704395,0.034517360893053795,
/Users/lachlants/Documents/GIFs/Email/https___i1.cmail19.com_ei_i_49_578_A4D_csimport_ClimateActivism_Male_AllLogo_970x250.143952.gif,20,real,,none,1.0,0.990826582992346,1.0,0.9569816215978382,-0.00917341700765395,-0.04301837840216183,0.03384496139450788,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_52cce2d9ba60a58f04e3e10db_images_6d8b9be8-1e1b-e177-908c-14a16e11041c.gif,60,real,,none,1.0,0.7049824145264273,1.0,0.6714844135452609,-0.2950175854735727,-0.3285155864547391,0.0334980009811664,
/Users/lachlants/Documents/GIFs/Email/http___i4.cmail19.com_ei_i_3A_905_41B_csimport_QE93_ThePost_MREC1.164227.gif,20,real,,none,1.0,0.9988139303668389,1.0,0.966886738139303,-0.0011860696331611464,-0.03311326186069696,0.03192719222753582,verdict
/Users/lachlants/Documents/GIFs/Email/https___i5.cmail20.com_ei_i_9B_2EB_550_csimport_TM43_May-Aquisition-SwG-MREC1.155516.gif,60,real,,none,1.0,0.7946423695138168,1.0,0.7628381679420855,-0.20535763048618316,-0.23716183205791452,0.03180420157173136,
/Users/lachlants/Documents/GIFs/Email/https___hs-8497520.f.hubspotemail.net_hub_8497520_hubfs_Untitled-1-2.gif_upscale=true&width=1600&upscale=true&name=Untitled-1-2.gif,60,real,,none,1.0,0.9984062933414384,1.0,0.9680532050478138,-0.0015937066585616222,-0.03194679495218622,0.030353088293624597,verdict
/Users/lachlants/Documents/GIFs/Website/64e84ea7006ccc7100a67c78_Property 1=SUN_SPIKEY_WEB 1.gif,20,real,,none,1.0,0.99780808531578,1.0,0.9678326048029252,-0.0021919146842199755,-0.03216739519707479,0.029975480512854813,verdict
/Users/lachlants/Documents/GIFs/Website/64e57f8915d0d761adf6173c_gif_ALIEN_BOOGIE_WEB 1-02.gif,20,real,,none,1.0,0.9991695695218016,1.0,0.9695018672357344,-0.0008304304781984184,-0.030498132764265606,0.029667702286067188,verdict
/tmp/giflab_divergence_synth/gradient_small.gif,20,synthetic,gradient,none,1.0,0.9898324998739784,1.0,0.9603002637533868,-0.010167500126021634,-0.03969973624661316,0.029532236120591526,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_melbournetheatre_emails_mkt-gift-vouchers-dec-2024_gv-850-x-500.gif,40,real,,none,1.0,0.9960607701603102,1.0,0.9672523124691168,-0.003939229839689751,-0.032747687530883196,0.028808457691193445,verdict
/Users/lachlants/Documents/GIFs/Email/https___media.giphy.com_media_v1.Y2lkPTc5MGI3NjExbmx4ZHRiamVxZDJpOWJnZjN5YTl0c3N5ZnY3ZWwydDVpemhuY2dscyZlcD12MV9pbnRlcm5hbF9naWZfYnlfaWQmY3Q9Zw_xsE65jaPsUKUo_giphy.gif,40,real,,none,1.0,0.9961024200869296,1.0,0.96786529775759,-0.0038975799130703814,-0.032134702242409996,0.028237122329339615,verdict
/Users/lachlants/Documents/GIFs/Website/rcs-evolution.gif,20,real,,none,1.0,0.9950833667972382,1.0,0.9668921651502512,-0.004916633202761811,-0.033107834849748774,0.028191201646986963,verdict
/tmp/giflab_divergence_synth/noise_small.gif,20,synthetic,noise,none,1.0,0.9983325000959752,1.0,0.9701651813700416,-0.0016674999040248162,-0.029834818629958404,0.028167318725933588,verdict
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_U85BQH_images_959c9e57-53ee-43b2-8e05-c2a1d43492ce.gif,60,real,,none,1.0,0.6827951046803085,1.0,0.6569371396537732,-0.31720489531969154,-0.3430628603462268,0.025857965026535257,
/Users/lachlants/Documents/GIFs/Email/http___i1.cmail20.com_ei_i_33_AC7_E6D_csimport_MOL_Billboard_GIF.165317.gif,20,real,,none,1.0,0.9927009290182244,1.0,0.9673221570190303,-0.007299070981775624,-0.03267784298096965,0.025378771999194027,
/tmp/giflab_divergence_synth/smooth_gradient.gif,20,synthetic,gradient,none,1.0,0.9941087223075646,1.0,0.9700155620838552,-0.005891277692435359,-0.0299844379161448,0.024093160223709442,
/Users/lachlants/Documents/GIFs/Email/https___image.e.lululemon.com_lib_fe35117171640578761370_m_1_wk37+Send+1+Tues_Email_01_HeroImage.gif,60,real,,none,1.0,0.6730688221356297,1.0,0.6495848204934335,-0.3269311778643703,-0.35041517950656653,0.023484001642196217,
/tmp/giflab_divergence_synth/minimal_frames.gif,20,synthetic,gradient,none,1.0,0.9948807881573212,1.0,0.9734156204649485,-0.005119211842678828,-0.02658437953505155,0.021465167692372722,
/Users/lachlants/Documents/GIFs/Email/http___i1.cmail19.com_ei_i_5D_3B8_4C0_csimport_2404_89_KW_ESME__SatPaper_1.-970x250_529kB.151624.gif,20,real,,none,1.0,0.9980045422512612,1.0,0.9767976102431302,-0.0019954577487387715,-0.023202389756869835,0.021206932008131063,verdict
/tmp/giflab_divergence_synth/gradient_medium.gif,20,synthetic,gradient,none,1.0,0.9952105723459884,1.0,0.9742746166780558,-0.00478942765401158,-0.025725383321944184,0.020935955667932604,verdict
/Users/lachlants/Documents/GIFs/Email/https___emaillove-assets.b-cdn.net_users_1549882357414475228_assets_a26c0f08-3436-4171-b794-9df4354c05f4.gif,20,real,,none,1.0,0.8378833077145634,1.0,0.8172610588175379,-0.16211669228543657,-0.18273894118246214,0.020622248897025575,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_55c8f62a16b590163aa0065d4_images_b6a79296-ca34-ff18-94d6-43f90378fa41.gif,60,real,,none,1.0,0.7058315149526031,1.0,0.6867587033541035,-0.2941684850473969,-0.3132412966458965,0.019072811598499606,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_SPwRP6_images_d9decec7-942b-4ca5-9c9e-46473a9cd0f3.gif,20,real,,none,1.0,0.99976687394286,1.0,0.98188594598904,-0.00023312605713998735,-0.01811405401096,0.017880927953820014,
/Users/lachlants/Documents/GIFs/Email/http___i6.cmail19.com_ei_i_BB_5DC_A14_csimport_TSP47-Tenth-birthday_300-x-2501.161650.gif,20,real,,none,1.0,0.9988910941481683,1.0,0.981806021216762,-0.0011089058518316541,-0.01819397878323803,0.017085072931406375,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_XuesTp_images_81e639fe-ffdc-4687-83b3-f42d101636f1.gif,40,real,,none,1.0,0.9992358236350206,1.0,0.9824153372605956,-0.0007641763649793853,-0.0175846627394044,0.016820486374425014,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_88adb327dcabde30998542a7d_images_89b9ca62-dc40-9d47-b526-e47c657ed45c.gif,20,real,,none,1.0,0.998364109905877,1.0,0.9818001270551936,-0.001635890094123016,-0.018199872944806406,0.01656398285068339,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_malthousetheatre_emails_ew-2024-season-2025-launch-awareness-2_edmteaser.gif,20,real,,none,1.0,0.999713965513451,1.0,0.983237747194836,-0.00028603448654895836,-0.01676225280516397,0.01647621831861501,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_wheelercentre_emails_26-nov-24-wheeler-weekly-fortnightly_edm-3.gif,20,real,,none,1.0,0.9990018318019146,1.0,0.98264964844808,-0.000998168198085403,-0.017350351551919996,0.016352183353834593,
/Users/lachlants/Documents/GIFs/Email/https___media.giphy.com_media_v1.Y2lkPTc5MGI3NjExbmx4ZHRiamVxZDJpOWJnZjN5YTl0c3N5ZnY3ZWwydDVpemhuY2dscyZlcD12MV9pbnRlcm5hbF9naWZfYnlfaWQmY3Q9Zw_xsE65jaPsUKUo_giphy.gif,20,real,,none,1.0,0.9975522554764658,1.0,0.9814243560881584,-0.0024477445235342454,-0.018575643911841633,0.016127899388307387,
/Users/lachlants/Documents/GIFs/Email/https___cdn2.allevents.in_transup_e9_09956161374f58903a1961feeeb7e7_move-to-primary.gif,20,real,,none,1.0,0.9979909350126625,1.0,0.9835903345943264,-0.00200906498733755,-0.016409665405673568,0.014400600418336018,
/Users/lachlants/Documents/GIFs/Email/http___i4.cmail20.com_ei_i_33_AC7_E6D_csimport_MOL_MREC_300x2501.165351.gif,20,real,,none,1.0,0.9980654938860144,1.0,0.9853647355732068,-0.0019345061139856012,-0.014635264426793193,0.012700758312807592,
/Users/lachlants/Documents/GIFs/Email/https___email.wetransfer.net_WeNewsletter_General_theuploadgif.gif,20,real,,none,1.0,0.99958776876882,1.0,0.9872842345348368,-0.0004122312311799492,-0.012715765465163176,0.012303534233983227,
/Users/lachlants/Documents/GIFs/Email/https___emaillove-assets.b-cdn.net_users_1549882357414475228_assets_a26c0f08-3436-4171-b794-9df4354c05f4.gif,40,real,,none,1.0,0.7621819932985043,1.0,0.7504098529612943,-0.23781800670149567,-0.24959014703870575,0.01177214033721008,
