path,lossy,source,content_type,frame_reduction_class,ssim_control,ssim_cell,comp_control,comp_cell,d_ssim,d_comp,divergence_score,flag
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_Tweivk_images_9b63ce3a-2341-458f-981f-64dc6c58a42c.gif,20,real,,none,1.0,0.9339224572519348,1.0,0.8216217209868736,-0.06607754274806521,-0.17837827901312642,0.11230073626506121,
/Users/lachlants/Documents/GIFs/Email/https___userimg-assets.customeriomail.com_images_client-env-99697_1705103848622_ai-announcement_01HM01QX7KJD0387CRABAHPXTV.gif,20,real,,dedup,1.0,0.980234536289654,1.0,0.8696683070951571,-0.019765463710346043,-0.13033169290484292,0.11056622919449688,
/Users/lachlants/Documents/GIFs/Email/Superhuman 81246536.gif,40,real,,none,1.0,0.920101910980163,1.0,0.809656391262458,-0.07989808901983697,-0.19034360873754197,0.110445519717705,
/Users/lachlants/Documents/GIFs/Website/64e84ea7006ccc7100a67c78_Property 1=SUN_SPIKEY_WEB 1.gif,60,real,,none,1.0,0.9605092672112476,1.0,0.8501277944631263,-0.03949073278875237,-0.14987220553687375,0.11038147274812138,
/Users/lachlants/Documents/GIFs/Website/lunar-new-year-2024-hk-vn-sg-6753651837109996-law.gif,60,real,,none,1.0,0.930459609104246,1.0,0.8201470611445284,-0.06954039089575403,-0.1798529388554716,0.11031254795971757,
/Users/lachlants/Documents/GIFs/Email/innernorth.gif,40,real,,none,1.0,0.845373816203064,1.0,0.7352059953316452,-0.15462618379693605,-0.2647940046683548,0.11016782087141874,
/Users/lachlants/Documents/GIFs/Email/https___i1.cmail19.com_ei_i_CB_C4C_5B2_csimport_240932_SugimotoThePostDigitalAds_V01_970x25.163742.gif,20,real,,none,1.0,0.9874448245260488,1.0,0.8773578202491559,-0.012555175473951241,-0.12264217975084413,0.11008700427689289,
/Users/lachlants/Documents/GIFs/Email/https___userimg-assets.customeriomail.com_images_client-env-93295_1726252371024_New%20Notion%20AI%20Hero_01J7PAHKB26962QV5PBM1C3EWM.gif,60,real,,none,1.0,0.8959686222406742,1.0,0.7861244486853038,-0.1040313777593258,-0.21387555131469616,0.10984417355537035,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_5a6eda7241a0bb8bb0a2ab3bc_images_d58c4aa6-242e-6eae-9541-46e2b65c302c.gif,20,real,,none,1.0,0.9166608224913524,1.0,0.8069670742033118,-0.08333917750864761,-0.19303292579668818,0.10969374828804057,
/Users/lachlants/Documents/GIFs/Email/https___d3b9kr64nievew.cloudfront.net_cluahoxpv0081ucgwcn7s6713_cluahw3y300w3s0m46x9tojhl.gif,60,real,,dedup,1.0,0.971990886026998,1.0,0.8623009353299607,-0.028009113973001987,-0.13769906467003934,0.10968995069703735,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_perthfestival_emails_camp25-or-gen-enews-summit_summit-gif-2.gif,40,real,,none,1.0,0.8705932118238846,1.0,0.7612072754091378,-0.1294067881761154,-0.2387927245908622,0.10938593641474681,
/Users/lachlants/Documents/GIFs/Email/http___i4.cmail19.com_ei_i_C4_7A8_07B_csimport_SWF24_Digital_AnimatedProgrammatic_300x250_.160214.gif,60,real,,dedup,1.0,0.9016749029287856,1.0,0.792460246367778,-0.0983250970712144,-0.207539753632222,0.1092146565610076,
/Users/lachlants/Documents/GIFs/Email/https___i1.cmail20.com_ei_j_05_42F_D59_091032_csfinal_NoN25-Presale-Gif-Header-990000000004513c.gif,60,real,,none,1.0,0.7299071954621651,1.0,0.6207445884587786,-0.2700928045378349,-0.37925541154122144,0.10916260700338654,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_V8V4pz_images_c61edd74-85bd-4618-8b45-49a9be372a05.gif,40,real,,none,1.0,0.8475246256007815,1.0,0.73879293683757,-0.15247537439921854,-0.26120706316243003,0.10873168876321149,
/tmp/giflab_divergence_synth/texture_complex.gif,40,synthetic,texture,none,1.0,0.9013136090549212,1.0,0.7932676547869139,-0.0986863909450788,-0.20673234521308614,0.10804595426800734,
/Users/lachlants/Documents/GIFs/Email/https___i5.cmail19.com_ei_i_F9_E01_E30_csimport_07-Jul24_Bundanon_The-Post--The-Arts_EDM_30.170422.gif,40,real,,none,1.0,0.9419377860279852,1.0,0.8339338235595283,-0.05806221397201483,-0.16606617644047172,0.1080039624684569,
/Users/lachlants/Documents/GIFs/Website/lunar-new-year-2024-hk-vn-sg-6753651837109996-law.gif,40,real,,none,1.0,0.956367251797226,1.0,0.8484949902098643,-0.04363274820277396,-0.1515050097901357,0.10787226158736174,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_U85BQH_images_62374738-3a10-492c-84ab-094056628261.gif,20,real,,none,1.0,0.949612458760144,1.0,0.8431120183286964,-0.050387541239856004,-0.15688798167130358,0.10650044043144757,
/Users/lachlants/Documents/GIFs/Website/chat.gif,40,real,,none,1.0,0.9259838971560764,1.0,0.8200984983997177,-0.07401610284392357,-0.1799015016002823,0.10588539875635872,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_perthfestival_emails_camp25-or-gen-enews-summit_summit-gif-2.gif,20,real,,none,1.0,0.9793154371730683,1.0,0.8736869273291864,-0.02068456282693165,-0.1263130726708136,0.10562850984388195,
/Users/lachlants/Documents/GIFs/Email/http___i4.cmail20.com_ei_i_81_4E5_54B_csimport_MRECanimated1300x250px1.161055.gif,20,real,,none,1.0,0.9756700264109291,1.0,0.8707535512363141,-0.024329973589070852,-0.12924644876368585,0.104916475174615,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_1baa1f1b305949ec908c25dd4_images_e7242d77-9e24-bea2-d2cb-b2fe7f8f37fe.gif,40,real,,none,1.0,0.797673909590678,1.0,0.6938740602059623,-0.20232609040932203,-0.3061259397940377,0.10379984938471565,
/Users/lachlants/Documents/GIFs/Website/not-found.1cf82301.gif,20,real,,none,1.0,0.9619301625529226,1.0,0.8583410869412224,-0.03806983744707737,-0.14165891305877765,0.10358907561170028,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_REkHnd_images_d05338ea-5e02-461a-94ef-ff76b7e0c0e9.gif,60,real,,none,1.0,0.9245508899583428,1.0,0.8209761864394078,-0.07544911004165722,-0.17902381356059216,0.10357470351893494,
/Users/lachlants/Documents/GIFs/Email/https___i5.cmail19.com_ei_i_F9_E01_E30_csimport_07-Jul24_Bundanon_The-Post--The-Arts_EDM_30.170422.gif,20,real,,none,1.0,0.978084752702842,1.0,0.8745870024967894,-0.02191524729715799,-0.12541299750321055,0.10349775020605256,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_U85BQH_images_959c9e57-53ee-43b2-8e05-c2a1d43492ce.gif,20,real,,none,1.0,0.9428591726475736,1.0,0.8398436332589161,-0.057140827352426427,-0.1601563667410839,0.10301553938865748,
/Users/lachlants/Documents/GIFs/Email/https___userimg-assets.customeriomail.com_images_client-env-162930_1774449091657_iOS_swipeback_01KMJPGS3S8VDHCC0YQAKKC05V.gif,40,real,,none,1.0,0.8861694635102684,1.0,0.7833098955135,-0.11383053648973163,-0.21669010448649995,0.10285956799676832,
/Users/lachlants/Documents/GIFs/Email/https___mona-edms.s3.mona.net.au_Once+Upon+a+Time+in+Shaolin+EDM_Namedropping_WuTang_eDM_Announce_1.gif,20,real,,none,1.0,0.947901011282714,1.0,0.8454786331494689,-0.05209898871728602,-0.15452136685053108,0.10242237813324506,
/tmp/giflab_divergence_synth/noise_small.gif,60,synthetic,noise,none,1.0,0.9383610732840332,1.0,0.8360034610668717,-0.061638926715966824,-0.16399653893312827,0.10235761221716144,
/Users/lachlants/Documents/GIFs/Email/https-::media.superhuman.com:images:_:https%3A%2F%2Fcontent.app-us1.com%2Fcdn-cgi%2Fimage%2Fwidth%3D650%2Cdpr%3D2%2Cfit%3Dscale-down%2Cformat%3Dauto%2Conerror%3Dredirect%2F3rZo7%2F2024%2F03%2F07%2F4e2a14ef-0ff0-41d8-aacc-b7ba26588cc8.gif,40,real,,none,1.0,0.9340640742520886,1.0,0.8327851885453318,-0.0659359257479114,-0.1672148114546682,0.1012788857067568,
/tmp/giflab_divergence_synth/photographic_noise.gif,60,synthetic,noise,none,1.0,0.9083871870750172,1.0,0.8071141467474702,-0.0916128129249828,-0.19288585325252983,0.10127304032754703,
/Users/lachlants/Documents/GIFs/Email/https___i5.cmail19.com_ei_i_F9_E01_E30_csimport_07-Jul24_Bundanon_The-Post--The-Arts_EDM_30.170422.gif,60,real,,none,1.0,0.911463624642588,1.0,0.8102927688635921,-0.08853637535741199,-0.18970723113640786,0.10117085577899587,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_5a6eda7241a0bb8bb0a2ab3bc_images_6cfaefe2-9879-4af9-cc79-02b4ac8dd097.gif,20,real,,none,1.0,0.9877899960837764,1.0,0.8867305462666063,-0.012210003916223622,-0.1132694537333937,0.10105944981717008,
/Users/lachlants/Documents/GIFs/Email/https___cdn2.allevents.in_transup_43_f3dbb64087404da749e447708277b4_welcome-email-gif.gif,60,real,,none,1.0,0.943060402985244,1.0,0.8420316856875002,-0.05693959701475604,-0.1579683143124998,0.10102871729774376,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_VnK4p8_images_cf0d1465-c855-4c00-b58a-ea24e2321532.gif,60,real,,none,1.0,0.8697219689879803,1.0,0.7687719358483843,-0.13027803101201973,-0.23122806415161568,0.10095003313959594,
/Users/lachlants/Documents/GIFs/Email/https-::media.superhuman.com:images:_:https%3A%2F%2Fcontent.app-us1.com%2Fcdn-cgi%2Fimage%2Fwidth%3D650%2Cdpr%3D2%2Cfit%3Dscale-down%2Cformat%3Dauto%2Conerror%3Dredirect%2F3rZo7%2F2024%2F03%2F07%2F4e2a14ef-0ff0-41d8-aacc-b7ba26588cc8.gif,60,real,,none,1.0,0.883045988950557,1.0,0.7827765135364391,-0.11695401104944303,-0.21722348646356093,0.1002694754141179,
/Users/lachlants/Documents/GIFs/Website/chat.gif,60,real,,none,1.0,0.8866014827799282,1.0,0.7868865355328489,-0.11339851722007177,-0.21311346446715107,0.0997149472470793,
/tmp/giflab_divergence_synth/minimal_frames.gif,40,synthetic,gradient,none,1.0,0.887105001561217,1.0,0.7879834309439401,-0.11289499843878303,-0.21201656905605992,0.09912157061727689,
/Users/lachlants/Documents/GIFs/Website/64e57f8915d0d761adf6173c_gif_ALIEN_BOOGIE_WEB 1-02.gif,60,real,,none,1.0,0.9844380289750068,1.0,0.8853658084672792,-0.015561971024993237,-0.11463419153272081,0.09907222050772757,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_REkHnd_images_d05338ea-5e02-461a-94ef-ff76b7e0c0e9.gif,40,real,,none,1.0,0.9316154885357654,1.0,0.8325517261834487,-0.06838451146423463,-0.16744827381655125,0.09906376235231662,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_5a6eda7241a0bb8bb0a2ab3bc_images_bcf6754a-d612-66f9-54bc-9135af99be66.gif,40,real,,none,1.0,0.8198518781545457,1.0,0.7208989167470539,-0.18014812184545426,-0.27910108325294614,0.09895296140749188,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_21cfc09295377f72f03e377c6_images_4baf6d5d-cac3-d558-cd51-4f18bdac69ba.gif,20,real,,none,1.0,0.9169844461455272,1.0,0.8189848358468488,-0.08301555385447279,-0.18101516415315122,0.09799961029867843,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_REkHnd_images_d05338ea-5e02-461a-94ef-ff76b7e0c0e9.gif,20,real,,none,1.0,0.9428114224025892,1.0,0.844933006694774,-0.057188577597410806,-0.155066993305226,0.09787841570781519,
/Users/lachlants/Documents/GIFs/Email/https___cdn2.allevents.in_transup_43_f3dbb64087404da749e447708277b4_welcome-email-gif.gif,40,real,,none,1.0,0.9653300444173388,1.0,0.8682754064250668,-0.03466995558266117,-0.13172459357493316,0.09705463799227199,
/tmp/giflab_divergence_synth/gradient_xlarge.gif,20,synthetic,gradient,none,1.0,0.9978777591157892,1.0,0.9012631225177148,-0.0021222408842107576,-0.09873687748228521,0.09661463659807445,verdict
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_88adb327dcabde30998542a7d_images_8e172835-7e1d-a4d9-0445-244425430cd5.gif,20,real,,none,1.0,0.988466984089206,1.0,0.8920747247771755,-0.011533015910794031,-0.10792527522282447,0.09639225931203044,
/tmp/giflab_divergence_synth/noise_large.gif,40,synthetic,noise,none,1.0,0.9763149010226574,1.0,0.880550833073844,-0.02368509897734261,-0.11944916692615604,0.09576406794881342,
/Users/lachlants/Documents/GIFs/Website/chat.gif,20,real,,none,1.0,0.9777824594119708,1.0,0.8826844130441819,-0.02221754058802916,-0.11731558695581812,0.09509804636778896,
/Users/lachlants/Documents/GIFs/Email/unnamed copy 9.gif,60,real,,none,1.0,0.8916948286874873,1.0,0.7967879756785898,-0.10830517131251272,-0.20321202432141017,0.09490685300889745,
/Users/lachlants/Documents/GIFs/Email/https___i4.cmail20.com_ei_i_75_24D_4B5_csimport_300-x-2501.154633.gif,20,real,,none,1.0,0.990339811507297,1.0,0.8958828864781774,-0.009660188492703004,-0.10411711352182262,0.09445692502911962,
/tmp/giflab_divergence_synth/photographic_noise.gif,40,synthetic,noise,none,1.0,0.97037358070094,1.0,0.8760269309553037,-0.02962641929905996,-0.1239730690446963,0.09434664974563634,
/Users/lachlants/Documents/GIFs/Email/https___d3b9kr64nievew.cloudfront.net_cluahoxpv0081ucgwcn7s6713_cluahw3y300w3s0m46x9tojhl.gif,40,real,,none,1.0,0.984164627570945,1.0,0.8899438913580034,-0.015835372429054972,-0.11005610864199655,0.09422073621294158,
/Users/lachlants/Documents/GIFs/Email/https___i1.cmail20.com_ei_i_B2_30B_6B5_csimport_CWF-Billbaord-970x25090.165838.gif,60,real,,none,1.0,0.9709131642590164,1.0,0.8767869981504091,-0.029086835740983585,-0.12321300184959094,0.09412616610860736,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_VnK4p8_images_034b3b62-efa8-4bd6-bda5-8eba1501eaa7.gif,40,real,,none,1.0,0.8285924646376792,1.0,0.734506935856307,-0.17140753536232078,-0.265493064143693,0.09408552878137222,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_VnK4p8_images_cf0d1465-c855-4c00-b58a-ea24e2321532.gif,40,real,,none,1.0,0.8812946461113369,1.0,0.7878699151072551,-0.1187053538886631,-0.21213008489274487,0.09342473100408177,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_Tweivk_images_9b63ce3a-2341-458f-981f-64dc6c58a42c.gif,40,real,,none,1.0,0.8376037042755236,1.0,0.7442966084123208,-0.16239629572447645,-0.2557033915876792,0.09330709586320274,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_VnK4p8_images_cf0d1465-c855-4c00-b58a-ea24e2321532.gif,20,real,,none,1.0,0.9048837257794357,1.0,0.8119227050454316,-0.09511627422056435,-0.18807729495456837,0.09296102073400403,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_malthousetheatre_emails_ah-2025-echo-australian-reviews_echo-ben-lawson-reviews.gif,20,real,,none,1.0,0.9105415224267088,1.0,0.8181047581141068,-0.08945847757329117,-0.18189524188589323,0.09243676431260206,
/tmp/giflab_divergence_synth/gradient_small.gif,40,synthetic,gradient,none,1.0,0.936246834775296,1.0,0.8451903307552758,-0.06375316522470398,-0.15480966924472417,0.09105650402002019,
/Users/lachlants/Documents/GIFs/Website/lunar-new-year-2024-hk-vn-sg-6753651837109996-law.gif,20,real,,none,1.0,0.982321916589644,1.0,0.8920368608757433,-0.017678083410356038,-0.1079631391242567,0.09028505571390066,
/Users/lachlants/Documents/GIFs/Email/Superhuman 81246536.gif,20,real,,none,1.0,0.960260751525499,1.0,0.8702236590920744,-0.039739248474501054,-0.12977634090792556,0.0900370924334245,
/Users/lachlants/Documents/GIFs/Email/https___userimg-assets.customeriomail.com_images_client-env-93295_1726252371024_New%20Notion%20AI%20Hero_01J7PAHKB26962QV5PBM1C3EWM.gif,20,real,,none,1.0,0.9798460937428763,1.0,0.890457980619395,-0.020153906257123655,-0.10954201938060504,0.08938811312348138,
/Users/lachlants/Documents/GIFs/Email/https___q-stage.vercel.app_email_images_gif-1 (1).gif,40,real,,none,1.0,0.8985375063859001,1.0,0.8092292311326561,-0.10146249361409987,-0.1907707688673439,0.08930827525324403,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_53222dcf7155dec475bbb4ed2_images_98fe70f9-a5b9-a378-24d5-18c4604d351f.gif,60,real,,none,1.0,0.942372910342781,1.0,0.8531309909127294,-0.057627089657218966,-0.14686900908727063,0.08924191943005166,
/Users/lachlants/Documents/GIFs/Email/https___q-stage.vercel.app_email_images_gif-1 (1).gif,60,real,,none,1.0,0.8708455613995053,1.0,0.7820612675699696,-0.1291544386004947,-0.21793873243003037,0.08878429382953568,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_52cce2d9ba60a58f04e3e10db_images_6d8b9be8-1e1b-e177-908c-14a16e11041c.gif,40,real,,none,1.0,0.865441934387407,1.0,0.7767215679279786,-0.13455806561259298,-0.22327843207202136,0.08872036645942838,
/Users/lachlants/Documents/GIFs/Website/64e84ea7006ccc7100a67c78_Property 1=SUN_SPIKEY_WEB 1.gif,40,real,,none,1.0,0.983898026571554,1.0,0.8953159699276453,-0.016101973428445993,-0.10468403007235472,0.08858205664390872,
/Users/lachlants/Documents/GIFs/Email/https___q-stage.vercel.app_email_images_gif-1 (1).gif,20,real,,none,1.0,0.9436964819446552,1.0,0.856420709857933,-0.05630351805534484,-0.14357929014206705,0.08727577208672221,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_perthfestival_emails_camp25-or-gen-enews-summit_summit-gif-2.gif,60,real,,none,1.0,0.7969320949091219,1.0,0.7103667383448552,-0.20306790509087813,-0.2896332616551448,0.08656535656426667,
/Users/lachlants/Documents/GIFs/Email/https___i7.cmail19.com_ei_i_B1_12F_BDC_csimport_SHA0313-SEASON25_Digital_Mrec_SYD_300x250px.154817.gif,60,real,,none,1.0,0.927172932526942,1.0,0.8414068216954634,-0.072827067473058,-0.15859317830453656,0.08576611083147856,
/Users/lachlants/Documents/GIFs/test gifs/https___mcusercontent.com_0682bb2f1d62db2dad6a2ed4b_images_da8e365e-0401-ebab-3906-953a6fb158c3.gif,20,real,,dedup,1.0,0.9700923502007698,1.0,0.8846508025233129,-0.029907649799230218,-0.11534919747668715,0.08544154767745693,
/tmp/giflab_divergence_synth/many_colors.gif,60,synthetic,spectrum,none,1.0,0.8671271001024223,1.0,0.782134382422432,-0.13287289989757767,-0.21786561757756795,0.08499271767999028,
/tmp/giflab_divergence_synth/noise_small.gif,40,synthetic,noise,none,1.0,0.9817673763714184,1.0,0.8968561245807452,-0.01823262362858158,-0.10314387541925485,0.08491125179067327,
/Users/lachlants/Documents/GIFs/Email/https___userimg-assets.customeriomail.com_images_client-env-162930_1774449091657_iOS_swipeback_01KMJPGS3S8VDHCC0YQAKKC05V.gif,60,real,,none,1.0,0.8364861821019601,1.0,0.7516417698686151,-0.16351381789803987,-0.24835823013138492,0.08484441223334505,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_89a526c8542b32391a02ddfec_images_6c92f05f-1631-4918-03ee-652b5c8f8a2b.gif,20,real,,none,1.0,0.8964778556699522,1.0,0.8123440034765412,-0.1035221443300478,-0.18765599652345877,0.08413385219341096,
/Users/lachlants/Documents/GIFs/Website/rcs-evolution.gif,60,real,,none,1.0,0.9667608862392836,1.0,0.8827048346367674,-0.03323911376071642,-0.11729516536323259,0.08405605160251617,
/Users/lachlants/Documents/GIFs/Email/innernorth.gif,60,real,,none,1.0,0.767695751737868,1.0,0.6837623735684064,-0.23230424826213203,-0.3162376264315936,0.08393337816946156,
/Users/lachlants/Documents/GIFs/Website/not-found.1cf82301.gif,40,real,,none,1.0,0.8482222243046497,1.0,0.7644787951261774,-0.15177777569535034,-0.23552120487382255,0.08374342917847222,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_malthousetheatre_emails_lg-2024-comedy-fest-preshow-announce_mv01-4-venue24-micf2025-edmbanner-1920x1280-v3-1.gif,20,real,,none,1.0,0.99114030892098,1.0,0.9078200989459771,-0.00885969107901996,-0.09217990105402285,0.08332020997500289,
/Users/lachlants/Documents/GIFs/Email/https___i7.cmail19.com_ei_i_B1_12F_BDC_csimport_SHA0313-SEASON25_Digital_Mrec_SYD_300x250px.154817.gif,40,real,,none,1.0,0.9558481948775048,1.0,0.8726330100985176,-0.04415180512249517,-0.12736698990148243,0.08321518477898726,
/Users/lachlants/Documents/GIFs/Email/unnamed copy 9.gif,40,real,,none,1.0,0.9649517149866764,1.0,0.8817410526450397,-0.03504828501332358,-0.11825894735496034,0.08321066234163677,
/Users/lachlants/Documents/GIFs/Email/unnamed copy 8.gif,40,real,,none,1.0,0.8914611369830918,1.0,0.8083652744294147,-0.10853886301690818,-0.19163472557058525,0.08309586255367707,
/Users/lachlants/Documents/GIFs/Email/http___i1.cmail19.com_ei_i_5D_3B8_4C0_csimport_2404_89_KW_ESME__SatPaper_1.-970x250_529kB.151624.gif,60,real,,none,1.0,0.9738077220519163,1.0,0.8908049913662728,-0.026192277948083653,-0.10919500863372722,0.08300273068564357,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_V8V4pz_images_c61edd74-85bd-4618-8b45-49a9be372a05.gif,60,real,,none,1.0,0.7840791188214916,1.0,0.7014465919077917,-0.21592088117850838,-0.2985534080922083,0.08263252691369993,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_53222dcf7155dec475bbb4ed2_images_98fe70f9-a5b9-a378-24d5-18c4604d351f.gif,40,real,,none,1.0,0.9662320071005048,1.0,0.8840099292640872,-0.03376799289949517,-0.11599007073591283,0.08222207783641766,
/Users/lachlants/Documents/GIFs/Email/http___i1.cmail20.com_ei_i_33_AC7_E6D_csimport_MOL_Billboard_GIF.165317.gif,60,real,,none,1.0,0.9316743750464034,1.0,0.8497888921698402,-0.06832562495359662,-0.15021110783015978,0.08188548287656316,
/Users/lachlants/Documents/GIFs/Email/http___i3.cmail19.com_ei_i_BB_5DC_A14_csimport_TMASsSSM-TSP_MREC-011.160836.gif,60,real,,none,1.0,0.9922983692221016,1.0,0.9125821377506655,-0.007701630777898427,-0.08741786224933445,0.07971623147143603,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_9284751802d775d29b8491886_images_8ab89c3f-d68f-79b9-50ec-ceb97c79950f.gif,40,real,,none,1.0,0.8042626416724706,1.0,0.72493916670683,-0.19573735832752936,-0.27506083329317,0.07932347496564063,
/tmp/giflab_divergence_synth/many_colors.gif,40,synthetic,spectrum,none,1.0,0.9304592010147924,1.0,0.8513604306655835,-0.0695407989852076,-0.14863956933441647,0.07909877034920887,
/Users/lachlants/Documents/GIFs/Email/https___s.zkcdn.net_Advertisers_59a54d018e674afe9d067e8ea2d73cb3 (1).gif,60,real,,none,1.0,0.984907927963276,1.0,0.9061131334964688,-0.015092072036724025,-0.09388686650353117,0.07879479446680715,
/Users/lachlants/Documents/GIFs/Email/https___s.zkcdn.net_Advertisers_59a54d018e674afe9d067e8ea2d73cb3.gif,60,real,,none,1.0,0.984907927963276,1.0,0.9061131334964688,-0.015092072036724025,-0.09388686650353117,0.07879479446680715,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_5a6eda7241a0bb8bb0a2ab3bc_images_bcf6754a-d612-66f9-54bc-9135af99be66.gif,60,real,,none,1.0,0.7475792148925771,1.0,0.6694052847835744,-0.25242078510742294,-0.3305947152164256,0.07817393010900264,
/Users/lachlants/Documents/GIFs/Website/64e57f8915d0d761adf6173c_gif_ALIEN_BOOGIE_WEB 1-02.gif,40,real,,none,1.0,0.9940978559417014,1.0,0.9165928202433408,-0.005902144058298586,-0.08340717975665923,0.07750503569836065,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_malthousetheatre_emails_ah-2025-echo-australian-reviews_echo-ben-lawson-reviews.gif,40,real,,none,1.0,0.8280374297711234,1.0,0.7505807006075788,-0.17196257022887662,-0.24941929939242125,0.07745672916354462,
/Users/lachlants/Documents/GIFs/Email/http___i4.cmail19.com_ei_i_3A_905_41B_csimport_QE93_ThePost_MREC1.164227.gif,60,real,,none,1.0,0.9810811401640924,1.0,0.9041336637234691,-0.018918859835907575,-0.09586633627653085,0.07694747644062327,
/Users/lachlants/Documents/GIFs/Email/https___i1.cmail20.com_ei_i_B2_30B_6B5_csimport_CWF-Billbaord-970x25090.165838.gif,40,real,,none,1.0,0.9883872641184696,1.0,0.9116353919705013,-0.011612735881530445,-0.08836460802949875,0.0767518721479683,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_5a6eda7241a0bb8bb0a2ab3bc_images_d58c4aa6-242e-6eae-9541-46e2b65c302c.gif,40,real,,none,1.0,0.791073987368118,1.0,0.714340658814474,-0.20892601263188204,-0.28565934118552605,0.07673332855364401,
/Users/lachlants/Documents/GIFs/Email/unnamed copy 8.gif,20,real,,none,1.0,0.9690530885492384,1.0,0.8930499215137502,-0.03094691145076156,-0.10695007848624982,0.07600316703548826,
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_ecbf79257dbc62cf7c2c5a87e_images_080698a6-a86b-e589-8c4e-8342710f4597.gif,60,real,,none,1.0,0.9625891863856736,1.0,0.887539857244083,-0.03741081361432641,-0.11246014275591698,0.07504932914159057,
/Users/lachlants/Documents/GIFs/Email/frankgreen.gif,40,real,,none,1.0,0.8260738790142991,1.0,0.7521307881205251,-0.17392612098570093,-0.24786921187947486,0.07394309089377393,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_malthousetheatre_emails_ew-2024-season-2025-launch-awareness-2_edmteaser.gif,60,real,,none,1.0,0.9954058274832702,1.0,0.9219024135984144,-0.0045941725167297776,-0.0780975864015856,0.07350341388485582,verdict
/Users/lachlants/Documents/GIFs/Email/https___mcusercontent.com_21cfc09295377f72f03e377c6_images_4baf6d5d-cac3-d558-cd51-4f18bdac69ba.gif,40,real,,none,1.0,0.8368370500195214,1.0,0.7634308057262917,-0.16316294998047864,-0.23656919427370826,0.07340624429322962,
/tmp/giflab_divergence_synth/texture_complex.gif,20,synthetic,texture,none,1.0,0.960862449244758,1.0,0.8882356527649361,-0.039137550755241945,-0.1117643472350639,0.07262679647982195,
/Users/lachlants/Documents/GIFs/Email/https___i5.cmail20.com_ei_i_9B_2EB_550_csimport_TM43_May-Aquisition-SwG-MREC1.155516.gif,20,real,,none,1.0,0.975247077094893,1.0,0.902802807714367,-0.024752922905107,-0.09719719228563295,0.07244426938052595,
/Users/lachlants/Documents/GIFs/Email/https___d3k81ch9hvuctc.cloudfront.net_company_VnK4p8_images_034b3b62-efa8-4bd6-bda5-8eba1501eaa7.gif,60,real,,none,1.0,0.7601590439160929,1.0,0.6880800715356685,-0.2398409560839071,-0.3119199284643315,0.07207897238042438,
/Users/lachlants/Documents/GIFs/Email/https___media.wordfly.com_malthousetheatre_emails_ah-2025-echo-australian-reviews_echo-ben-lawson-reviews.gif,60,real,,none,1.0,0.7843892708270181,1.0,0.7126314258990001,-0.21561072917298185,-0.2873685741009999,0.07175784492801807,
